Date,Name,Purchase Order,Item,Quantity,Quantity Fulfilled/Received,Destination,Vendor Ship Date,Expected Receipt Date,Amount,Confirmed,Blanket PO
7/8/2021,Hebei Weining Metal Products Co,PO13667,5236,5850,0,BPUT1,10/30/2021,12/29/2021,52591.5,Yes,No
7/8/2021,Ningbo Yishun Tourist & Leisure Products Co LTD,PO13668,5483,5139,0,BPUT1,12/11/2021,2/9/2022,51646.95,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13669,5284,10600,0,Import,12/11/2021,2/9/2022,127412,No,Yes
7/8/2021,Shining Era Enterprise Limited,PO13670,5003,10000,0,BPUT1,12/11/2021,2/9/2022,145400,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13672,1724,5000,0,BPUT1,12/11/2021,2/9/2022,15200,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13673,1529,8058,0,BPUT1,11/15/2021,1/14/2022,55841.94,Yes,No
7/8/2021,"Bryson Industries, Inc",PO13674,4142,25002,0,BPUT1,12/11/2021,12/19/2021,55254.42,Yes,No
7/8/2021,VL (HK) LIMITED,PO13675,5438,492,0,Import,12/11/2021,2/9/2022,2007.36,No,Yes
7/8/2021,VL (HK) LIMITED,PO13676,5238,3720,0,BPUT1,12/11/2021,2/9/2022,55539.6,Yes,No
7/8/2021,Hebei Weining Metal Products Co,PO13677,5236,5850,0,BPUT1,12/18/2021,2/16/2022,52591.5,Yes,No
7/8/2021,Hebei Weining Metal Products Co,PO13679,5236,5850,0,BPUT1,12/25/2021,2/23/2022,52591.5,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13680,5441,1500,0,BPUT1,12/28/2021,2/26/2022,20400,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13681,5284,10600,0,Import,12/28/2021,2/26/2022,127412,No,Yes
7/8/2021,"Foshan Daide Bags Co., LTD",PO13682,5076,3000,0,BPUT1,11/15/2021,1/14/2022,15660,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13683,1529,8058,0,BPUT1,12/28/2021,2/26/2022,55841.94,Yes,No
7/8/2021,VL (HK) LIMITED,PO13684,5017,123820,0,BPUT1,12/28/2021,2/26/2022,117629,Yes,No
7/8/2021,VL (HK) LIMITED,PO13687,5060,15000,0,BPUT1,10/30/2021,12/29/2021,93300,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13688,5035,5004,0,BPUT1,1/1/2022,3/2/2022,34677.72,Yes,No
7/8/2021,Hebei Weining Metal Products Co,PO13689,5236,5850,0,BPUT1,1/1/2022,3/2/2022,52591.5,Yes,No
7/8/2021,Guangdong KSUN Intelligent Electric,PO13690,5154,25000,0,BPUT1,11/30/2021,1/29/2022,145250,Yes,No
7/8/2021,VL (HK) LIMITED,PO13691,5017,123820,0,BPUT1,1/6/2022,3/7/2022,117629,Yes,No
7/8/2021,Hebei Weining Metal Products Co,PO13692,5236,5850,0,BPUT1,1/8/2022,3/9/2022,52591.5,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13693,5441,3000,0,BPUT1,1/11/2022,3/12/2022,40800,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13694,5284,10600,0,Import,1/11/2022,3/12/2022,127412,No,Yes
7/8/2021,"Foshan Daide Bags Co., LTD",PO13695,1723,5000,0,BPUT1,11/15/2021,1/14/2022,28500,Yes,No
7/8/2021,VL (HK) LIMITED,PO13697,5017,123820,0,BPUT1,1/11/2022,3/12/2022,117629,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13699,5015,2000,0,BPUT1,1/11/2022,3/12/2022,18880,Yes,No
7/8/2021,VL (HK) LIMITED,PO13701,5064,15000,0,BPUT1,1/11/2022,3/12/2022,76500,Yes,No
7/8/2021,Hebei Weining Metal Products Co,PO13702,5236,5850,0,BPUT1,1/15/2022,3/16/2022,52591.5,Yes,No
7/8/2021,Hebei Weining Metal Products Co,PO13703,5236,5850,0,BPUT1,1/22/2022,3/23/2022,52591.5,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13704,1529,8058,0,BPUT1,1/25/2022,3/26/2022,55841.94,Yes,No
7/8/2021,Maple Mountain Marketing,PO13707,4114,100000,0,BPUT1,11/15/2021,11/16/2021,310000,Yes,No
7/8/2021,VL (HK) LIMITED,PO13708,5327,10000,0,Import,1/25/2022,3/26/2022,67800,No,Yes
7/8/2021,Shining Era Enterprise Limited,PO13709,5003,10000,0,BPUT1,2/8/2022,4/9/2022,145400,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13710,1723,5000,0,BPUT1,11/15/2021,1/14/2022,28500,Yes,No
7/8/2021,VL (HK) LIMITED,PO13712,5017,123820,0,BPUT1,2/8/2022,4/9/2022,117629,Yes,No
7/8/2021,VL (HK) LIMITED,PO13713,5436,4178,0,BPUT1,2/8/2022,4/9/2022,39440.32,Yes,No
7/8/2021,Guangdong KSUN Intelligent Electric,PO13714,5249,10000,0,BPUT1,12/1/2021,1/30/2022,126600,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13716,1723,5000,0,BPUT1,11/15/2021,1/14/2022,28500,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13717,1529,8058,0,BPUT1,2/25/2022,4/26/2022,55841.94,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13719,5091,10602,0,BPUT1,3/11/2022,5/10/2022,84816,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13720,1724,3000,0,BPUT1,3/11/2022,5/10/2022,9120,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13721,1529,8058,0,BPUT1,3/11/2022,5/10/2022,55841.94,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13723,5015,2000,0,BPUT1,3/11/2022,5/10/2022,18880,Yes,No
7/8/2021,VL (HK) LIMITED,PO13724,5515,15000,0,BPUT1,3/11/2022,5/10/2022,111750,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13725,5091,10602,0,BPUT1,3/27/2022,5/26/2022,84816,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13726,1529,8058,0,BPUT1,3/27/2022,5/26/2022,55841.94,Yes,No
7/8/2021,"Foshan Daide Bags Co., LTD",PO13727,5091,10602,0,BPUT1,1/3/2022,3/4/2022,84816,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13729,1517,3000,0,BPUT1,10/30/2021,12/29/2021,243810,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13730,1554,10000,0,BPUT1,11/11/2021,1/10/2022,1190000,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13731,1555,3000,0,BPUT1,10/30/2021,12/29/2021,252000,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13732,1565,1352,0,BPUT1,11/12/2021,1/11/2022,165606.48,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13732,1565,1148,0,BPUT1,12/15/2021,2/13/2022,140618.52,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13733,1666,5000,0,BPUT1,11/30/2021,1/29/2022,230900,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13734,1813,2000,0,BPUT1,10/30/2021,12/29/2021,117800,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13735,1814,8000,0,BPUT1,10/30/2021,12/29/2021,344000,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13736,1825,4000,0,BPUT1,11/16/2021,1/15/2022,496000,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13739,1860,1000,0,BPUT1,10/30/2021,12/29/2021,83670,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13740,1866,1000,0,BPUT1,11/13/2021,1/12/2022,142500,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13741,1867,3000,0,Fleming Sales,10/15/2021,12/14/2021,119040,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13742,2102,1000,0,BPUT1,11/14/2021,1/13/2022,174330,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13743,1900,2560,0,BPUT1,10/30/2021,12/29/2021,123904,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13744,1924,2000,0,BPUT1,10/30/2021,12/29/2021,185000,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13745,1935,5000,0,BPUT1,10/30/2021,12/29/2021,485000,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13746,1939,1000,0,BPUT1,10/30/2021,12/29/2021,64000,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13747,1967,1000,0,BPUT1,11/15/2021,1/14/2022,84810,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13748,1969,2960,2960,Fleming Sales,10/30/2021,12/29/2021,142020.8,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13748,1969,40,0,Fleming Sales,10/30/2021,12/29/2021,1919.2,Yes,No
7/8/2021,Shining Era Enterprise Limited,PO13749,1971,7000,0,BPUT1,11/2/2021,1/1/2022,249620,Yes,No
7/13/2021,VL (HK) LIMITED,PO13758,5327,2020,0,Import,10/30/2021,12/29/2021,13433,No,Yes
7/21/2021,Taico Design Products Inc,PO13772,5316,7000,0,BPUT1,11/1/2021,11/7/2021,36680,Yes,No
7/21/2021,Taico Design Products Inc,PO13773,5316,20000,0,BPUT1,11/1/2021,11/7/2021,104800,Yes,No
7/21/2021,Taico Design Products Inc,PO13774,5316,25000,0,BPUT1,11/1/2021,11/7/2021,131000,Yes,No
7/22/2021,"Foshan Daide Bags Co., LTD",PO13775,1529,16800,0,BPUT1,1/5/2022,3/6/2022,116424,Yes,No
7/22/2021,"Foshan Daide Bags Co., LTD",PO13776,5005,9880,0,Import,1/5/2022,3/6/2022,122018,No,Yes
7/22/2021,"Foshan Daide Bags Co., LTD",PO13777,5005,5500,0,Import,1/19/2022,3/20/2022,67925,No,Yes
7/22/2021,"Foshan Daide Bags Co., LTD",PO13778,5091,16500,0,BPUT1,3/7/2022,5/6/2022,132000,Yes,No
7/22/2021,Hebei Weining Metal Products Co,PO13779,5236,5850,0,BPUT1,12/8/2021,2/6/2022,52591.5,Yes,No
7/22/2021,Hebei Weining Metal Products Co,PO13780,5236,5850,0,BPUT1,1/5/2022,3/6/2022,52591.5,Yes,No
7/22/2021,Hebei Weining Metal Products Co,PO13781,5237,8560,0,BPUT1,12/22/2021,2/20/2022,65912,Yes,No
7/22/2021,Shining Era Enterprise Limited,PO13783,5010,1000,0,BPUT1,11/7/2021,1/6/2022,14240,Yes,No
7/22/2021,Shining Era Enterprise Limited,PO13784,5010,1000,0,BPUT1,11/7/2021,1/6/2022,14240,Yes,No
7/22/2021,Shining Era Enterprise Limited,PO13785,5079,3573,0,BPUT1,11/15/2021,1/14/2022,44662.5,Yes,No
7/22/2021,Taico Design Products Inc,PO13786,5073,10000,0,BPUT1,11/7/2021,11/14/2021,30890,Yes,No
7/22/2021,Taico Design Products Inc,PO13787,5073,10000,0,BPUT1,12/8/2021,12/15/2021,30890,Yes,No
7/22/2021,VL (HK) LIMITED,PO13789,5036,2500,0,BPUT1,11/27/2021,1/26/2022,18425,Yes,No
7/22/2021,VL (HK) LIMITED,PO13790,5063,5010,0,BPUT1,1/5/2022,3/6/2022,9969.9,Yes,No
7/22/2021,VL (HK) LIMITED,PO13793,5114,20000,0,BPUT1,11/20/2021,1/19/2022,78600,Yes,No
7/22/2021,VL (HK) LIMITED,PO13794,5114,20000,0,BPUT1,12/8/2021,2/6/2022,78600,Yes,No
7/22/2021,VL (HK) LIMITED,PO13795,5153,10000,0,BPUT1,12/8/2021,2/6/2022,41000,Yes,No
7/22/2021,VL (HK) LIMITED,PO13796,5017,62000,0,BPUT1,2/19/2022,4/20/2022,58900,Yes,No
7/22/2021,VL (HK) LIMITED,PO13797,5017,62000,0,BPUT1,3/7/2022,5/6/2022,58900,Yes,No
7/22/2021,VL (HK) LIMITED,PO13798,5556,1000,0,BPUT1,11/27/2021,1/26/2022,6600,Yes,No
7/22/2021,VL (HK) LIMITED,PO13800,5556,2000,0,BPUT1,12/22/2021,2/20/2022,13200,Yes,No
7/22/2021,VL (HK) LIMITED,PO13801,5558,1024,0,BPUT1,11/27/2021,1/26/2022,4075.52,Yes,No
7/22/2021,VL (HK) LIMITED,PO13802,5558,2016,0,BPUT1,12/22/2021,2/20/2022,8023.68,Yes,No
7/22/2021,VL (HK) LIMITED,PO13803,5072,5000,0,BPUT1,12/8/2021,2/6/2022,20900,Yes,No
7/28/2021,Shining Era Enterprise Limited,PO13957,RP 90082,30,30,BPUT1,10/30/2021,12/29/2021,0,Yes,No
7/28/2021,Shining Era Enterprise Limited,PO13957,RP 91235,10,10,BPUT1,10/30/2021,12/29/2021,0,Yes,No
7/28/2021,Shining Era Enterprise Limited,PO13957,RP 92701,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
7/28/2021,Shining Era Enterprise Limited,PO13957,RP 92735,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
7/28/2021,Shining Era Enterprise Limited,PO13957,RP 92752,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
7/28/2021,"Guangdong Canbo Electrical Co., LTD",PO13958,RP 91635,25,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
8/16/2021,Brooks Bottling Co. LLC,PO13971,4215,25200,0,BPUT1,11/8/2021,11/13/2021,62496,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93601,30,0,BPUT1,10/20/2021,12/19/2021,232.2,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93602,30,0,BPUT1,10/20/2021,12/19/2021,79.8,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93603,30,0,BPUT1,10/20/2021,12/19/2021,47.1,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93604,30,0,BPUT1,10/20/2021,12/19/2021,4.2,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93605,30,0,BPUT1,10/20/2021,12/19/2021,3,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93606,30,0,BPUT1,10/20/2021,12/19/2021,282.3,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93607,30,0,BPUT1,10/20/2021,12/19/2021,55.5,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93608,30,0,BPUT1,10/20/2021,12/19/2021,562.8,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93609,30,0,BPUT1,10/20/2021,12/19/2021,55.5,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93610,30,0,BPUT1,10/20/2021,12/19/2021,12,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93611,30,0,BPUT1,10/20/2021,12/19/2021,75,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93613,30,0,BPUT1,10/20/2021,12/19/2021,118.8,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93614,30,0,BPUT1,10/20/2021,12/19/2021,30,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93615,30,0,BPUT1,10/20/2021,12/19/2021,5.7,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93616,30,0,BPUT1,10/20/2021,12/19/2021,6,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93617,30,0,BPUT1,10/20/2021,12/19/2021,10.5,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93618,30,0,BPUT1,10/20/2021,12/19/2021,5.7,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93619,30,0,BPUT1,10/20/2021,12/19/2021,17.7,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93620,30,0,BPUT1,10/20/2021,12/19/2021,113.1,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93621,30,0,BPUT1,10/20/2021,12/19/2021,15.9,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93623,30,0,BPUT1,10/20/2021,12/19/2021,209.1,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93624,30,0,BPUT1,10/20/2021,12/19/2021,13.2,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93625,30,0,BPUT1,10/20/2021,12/19/2021,31.2,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93626,30,0,BPUT1,10/20/2021,12/19/2021,188.4,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93627,30,0,BPUT1,10/20/2021,12/19/2021,14.4,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93628,30,0,BPUT1,10/20/2021,12/19/2021,138.3,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93629,30,0,BPUT1,10/20/2021,12/19/2021,111.3,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93630,30,0,BPUT1,10/20/2021,12/19/2021,121.5,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93635,30,0,BPUT1,10/20/2021,12/19/2021,9,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93639,30,0,BPUT1,10/20/2021,12/19/2021,19.8,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93640,30,0,BPUT1,10/20/2021,12/19/2021,65.1,Yes,No
8/11/2021,Guangdong Vanward Electric Appliance Co,PO14252,RP 93701,40,0,BPUT1,10/20/2021,12/19/2021,2504,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 80211,800,800,BPUT1,11/2/2021,1/1/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 80506,30,30,BPUT1,10/8/2021,12/7/2021,5190,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 80513,30,30,BPUT1,10/30/2021,12/29/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 80518,30,0,BPUT1,10/8/2021,12/7/2021,690,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 80579,30,0,BPUT1,10/8/2021,12/7/2021,690,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90006,160,0,BPUT1,10/22/2021,12/21/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90013,100,100,BPUT1,11/3/2021,1/2/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90017,820,0,BPUT1,11/3/2021,1/2/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90019,400,400,BPUT1,11/3/2021,1/2/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90025,440,0,BPUT1,10/23/2021,12/22/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90037,80,0,BPUT1,10/24/2021,12/23/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90071,30,0,BPUT1,10/24/2021,12/23/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90075,20,0,BPUT1,10/24/2021,12/23/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90081,120,0,BPUT1,11/4/2021,1/3/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90086,20,0,BPUT1,11/4/2021,1/3/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90090,40,0,BPUT1,11/4/2021,1/3/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90091,40,0,BPUT1,10/26/2021,12/25/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90092,80,0,BPUT1,10/27/2021,12/26/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90094,100,0,BPUT1,10/27/2021,12/26/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90095,20,0,BPUT1,10/29/2021,12/28/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90211,10,10,BPUT1,10/29/2021,12/28/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90240,150,0,BPUT1,11/4/2021,1/3/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90272,25,0,BPUT1,11/5/2021,1/4/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90280,60,0,BPUT1,11/5/2021,1/4/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90338,222,0,BPUT1,11/5/2021,1/4/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90701,26,0,BPUT1,11/6/2021,1/5/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90704,900,700,BPUT1,11/6/2021,1/5/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90719,180,0,BPUT1,11/6/2021,1/5/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90816,90,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90822,60,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90899,50,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90905,12,0,BPUT1,11/7/2021,1/6/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90908,44,0,BPUT1,11/7/2021,1/6/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 90931,260,0,BPUT1,11/7/2021,1/6/2022,5.2,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91052,100,0,BPUT1,11/7/2021,1/6/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91065,20,0,BPUT1,11/7/2021,1/6/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91210,220,0,BPUT1,11/9/2021,1/8/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91313,30,0,BPUT1,11/9/2021,1/8/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91314,30,0,BPUT1,11/9/2021,1/8/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91534,5,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91537,150,0,BPUT1,11/11/2021,1/10/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91541,40,0,BPUT1,11/11/2021,1/10/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91547,40,0,BPUT1,10/9/2021,12/8/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91548,40,0,BPUT1,10/9/2021,12/8/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91550,10,0,BPUT1,11/11/2021,1/10/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91552,10,0,BPUT1,11/11/2021,1/10/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91555,40,0,BPUT1,11/13/2021,1/12/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91556,40,0,BPUT1,10/9/2021,12/8/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91708,20,0,BPUT1,11/13/2021,1/12/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91711,40,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91801,5,5,BPUT1,10/10/2021,12/9/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91803,30,0,BPUT1,11/13/2021,1/12/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91807,30,0,BPUT1,11/13/2021,1/12/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91812,20,0,BPUT1,11/13/2021,1/12/2022,460,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91836,250,250,BPUT1,10/22/2021,12/21/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91837,250,0,BPUT1,10/24/2021,12/23/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 91840,100,0,BPUT1,10/25/2021,12/24/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 92206,30,0,BPUT1,11/14/2021,1/13/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 92404,800,800,BPUT1,10/25/2021,12/24/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 92638,20,0,BPUT1,11/14/2021,1/13/2022,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 93325,200,200,BPUT1,10/25/2021,12/24/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 93401,150,0,BPUT1,10/26/2021,12/25/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 93403,30,0,BPUT1,10/26/2021,12/25/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 93404,30,0,BPUT1,10/26/2021,12/25/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 93406,250,0,BPUT1,10/26/2021,12/25/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 93409,20,0,BPUT1,10/26/2021,12/25/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 93501,150,0,BPUT1,10/28/2021,12/27/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 93503,60,0,BPUT1,10/28/2021,12/27/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 93504,60,0,BPUT1,10/28/2021,12/27/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 93506,250,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 93515,30,0,BPUT1,10/30/2021,12/29/2021,0,Yes,No
8/12/2021,Shining Era Enterprise Limited,PO14259,RP 93522,46,16,BPUT1,11/2/2021,1/1/2022,0,Yes,No
8/12/2021,"Guangdong Canbo Electrical Co., LTD",PO14260,RP 91602,40,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
8/12/2021,"Guangdong Canbo Electrical Co., LTD",PO14260,RP 91622,30,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
8/12/2021,"Guangdong Canbo Electrical Co., LTD",PO14260,RP 91629,40,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
8/12/2021,"Guangdong Canbo Electrical Co., LTD",PO14260,RP 91699,30,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
8/12/2021,"Guangdong Canbo Electrical Co., LTD",PO14260,RP 91904,30,0,BPUT1,10/20/2021,12/19/2021,0,Yes,No
