Name,Display Name,SubType,Class,Program Year,Item Status,On Hand,Product Group,Description,Base Price,Purchase Price,Last Purchase Price,Tax Schedule,SPS Item Synch,Brand,ITEM NAME,UPC,GTIN,Master Carton UPC,Cost,MSRP,MAP,HTS Code,Duty %,Min Order Quantity,Class - Custom,Product Origin,Item Length (IN),Item Height (IN),Item Depth (IN),Item Weight (Lbs),PKG Length (IN),PKG Height (IN),PKG Depth (IN),PKG WEIGHT LBS,Item Volume - Cubic Inches,ASSEMBLY TIME/# OF PEOPLE,PRODUCT WARRANTY,Master Pack Quantity,MASTER PACK DIMENSION,Master Pack Weight (in kgs),Master Pack Weight (in lbs),MASTER PACK WEIGHT,MASTER CARTON CUBIC FEET,CASES PER PALLET,UNITS PER PALLET,LAYERS PER PALLET,UNITS PER LAYER,QTY PER 40'HQ CONTAINER,FULL PALLET DIMS,FULL PALLET WEIGHT (LBS),COOKING SURFACE (SQ.IN),INDIV. PKGD,LONG PRODUCT DESCRIPTION,COMPLETE FEATURES,POWER SOURCE,Item Length (CM),Item Height (CM),Item Depth (CM),Item Weight (KG),PKG Length (CM),PKG WEIGHT KG,Item Volume - Cubic Meters,GAUGE OF STEEL,MAX. WEIGHT CAPACITY,ASSEMBLY REQUIRED?,BATTERIES REQUIRED?,BATTERIES INCLUDED?,TYPE OF BATTERIES,TYPE OF BATTERIES II,# OF BATTERIES,# OF BATTERIES II,QTY PER 53' TRUCK,COLOR,CSA APPROVED,ROMANCE COPY,PRODUCT DESCRIPTION,MODEL #,Master Pack Weight (in kgs) (2),Master Pack Weight(in lbs),Vendor,Factory,Available,Purchase Description,Description,Code of Supply
1542,Blackstone Griddle Accessory Toolkit,,2 - Non-Griddle : 2.2 - Cooking Utensils,2019,Active,41191,Kits - GRD,Blackstone Griddle Accessory Toolkit,32.99,5.28,5.28,Taxable,No,Blackstone,,7.17604E+11,,20717604154216 (3); 40717604154210 (2),,32.99,,8215.99.5000,5.30%,2,100,,10.25,16.53,3.54,2,,,,,,,90 Days,2,,2.5,5,5.00 lb; 2.50 kg,,88,176,4,44,6216,"78""Lx36""Wx44""H",400,N/A,Y,Blackstone Griddle Accessory Toolkit,"GRIDDLE KIT OFFERS 2 LIQUID DISPENSERS, 2 PROFESSIONAL GRADE SPATULAS, 1 CHOPPER SCRAPER AND 1 BLACKSTONE INTRODUCTORY GRIDDLE COOK BOOK.  STAINLESS STEEL PROFESSIONAL GRADE SPATULAS AND STAINLESS STEEL CHOPPER/SCRAPER.  ""THE ART OF GRIDDLE COOKING"" COOK BOOK.",N/A,26,42,9,0.91,,,,,,N,No,No,N/A,N/A,N/A,N/A,Pallet Qty x 24,N/A,N/A,"The Blackstone Commercial Grade Tool Kit helps you cook like a professional chef. Two Commercial grade spatulas one for non-stick perforation, a chopper/scraper for dicing foods or scrapping griddle for cleaning and two commercial grade dispensers for liquids to enhance your griddle cooking experience. You will also get help to cook like a professional with the custom Blackstone cookbook filled with our favorite recipes.","The Blackstone Griddle Accessory Kit contains 2 Liquid Dispensers, 2 Professional Grade Spatulas, 1 Chopper/Scraper, 1 Blackstone introductory Griddle Cookbook; Stainless Steel Professional Grade Spatulas and Stainless Steel Chopper/Scraper; includes ""The Art of Griddle Cooking"" Cookbook Sampler.",1542,6000 (20' = 3000),,Shining Era Enterprise Limited,,7,"Blackstone Griddle Accessory Toolkit Includes- TBD (1): Griddle Spatula flame,  TBD (1): Griddle Spatula solid,  TBD (2): Plastic Bottles,  TBD (1): Griddle Essentials Cookbook,  TBD (1): Chopper/Scraper",Blackstone Griddle Accessory Toolkit,
1543,Blackstone Breakfast Kit,,2 - Non-Griddle : 2.2 - Cooking Utensils,2019,Active,7376,Kits - GRD,Blackstone Breakfast Kit,34.99,6.24,6.24,Taxable,No,Blackstone,,7.17604E+11,,2.07176E+13,,34.99,,7323.99.9030,3.40%,6,100,,8.5,11.8,4.75,4,,,,,,,90 Days,2,,1.81,8,8.00 lb; 4.00 kg,,100,200,5,40,6480,"47""Lx45""Wx62.5""H",810,N/A,Y,"Pancake Dispenser, Egg Rings, Bacon Press  Pancake dispenser: 4.5""L x 6""W x 7.5""H Egg rings: 4"" diameter, 3""H Bacon Press: 8""L x 4""W x 3""H (1.06 lb)","Make the perfect cakes, muffins, pancakes and more, without the mess. Perfect eggs for breakfast sandwiches, and no more curling bacon. Breakfast like a pro.",N/A,21.5,30,12,0.91,,,,,,N,No,N/A,N/A,N/A,N/A,N/A,Pallet Qty x 24,,,,,1543,,,Shining Era Enterprise Limited,,22,"Includes- Qty (1) Pancake dispenser,  Qty (1) Bacon Press,  Qty (2) Egg Rings",Blackstone Breakfast Kit,
1543,Blackstone Breakfast Kit,,2 - Non-Griddle : 2.2 - Cooking Utensils,2019,Active,7376,Kits - GRD,Blackstone Breakfast Kit,34.99,6.24,6.24,Taxable,No,Blackstone,,7.17604E+11,,2.07176E+13,,34.99,,7323.99.9030,3.40%,6,100,,8.5,11.8,4.75,4,,,,,,,90 Days,2,,1.81,8,8.00 lb; 4.00 kg,,100,200,5,40,6480,"47""Lx45""Wx62.5""H",810,N/A,Y,"Pancake Dispenser, Egg Rings, Bacon Press  Pancake dispenser: 4.5""L x 6""W x 7.5""H Egg rings: 4"" diameter, 3""H Bacon Press: 8""L x 4""W x 3""H (1.06 lb)","Make the perfect cakes, muffins, pancakes and more, without the mess. Perfect eggs for breakfast sandwiches, and no more curling bacon. Breakfast like a pro.",N/A,21.5,30,12,0.91,,,,,,N,No,N/A,N/A,N/A,N/A,N/A,Pallet Qty x 24,,,,,1543,,,VL (HK) LIMITED,,22,"Includes- Qty (1) Pancake dispenser,  Qty (1) Bacon Press,  Qty (2) Egg Rings",Blackstone Breakfast Kit,
1550,On The Go Tailgater 2021,,,2021,Active,1189,Griddles,On The Go Tailgater 2021,499.99,131,131,Taxable,No,On The Go,"OTG 17""/17"" Scissor Leg Tailgater w/hoods",7.17604E+11,7.17604E+11,,,499.99,,7321.11.1060,5.70%,,,China,56.3,43.7,23.74,112,22.4,20.7,38.2,126.2,61.51,,1 Year,1,,55.88,123.2,,,,6,3,,239,,,534 In2,,"Cover: 5091- Universal Medium (Sold Separately)  Description:  •	17""+17"" Cooking space-534 In2.  •	Two independently controlled cooking zones with a total of 30,500 BTU's.  •	12,000 BTU's stainless-steel H burner- plus 18,500 BTU's powerful cast burner.  •	17"" griddle paired with removable 17"" grill box w/ cast iron grates.  •	Quick and convenient s scissor ""Roll & Go"" leg design.  •	Classically styled, painted hoods with orange OTG handle/pull grips.  •	Patented rear grease management system.  •	Updated National control knobs.  •	Single side shelf.  •	Electric ignition.  •	Gas Rail Threaded Connector: 5/8” 18UNF (United National Fine Thread) •	Uses a Bulk Tank w/Adapter Hose",,Propane,143,110.99,60.29,50.8,60.3,57.2,1741769.2,3.0 mm,,,,,,,,,144,,,,,1550,,,Shining Era Enterprise Limited,Shining Era Enterprise Limited,3,On The Go Tailgater 2021,On The Go Tailgater 2021,
1553,Original 36in Griddle Bundle W/ToolKit and Cover,,"1 - Griddles : 1.2 - 36"" Griddles",2019,Obsolete,,Griddles,Original  36in Griddle Bundle W/ToolKit and Cover ,,128.18,,Taxable,No,,,7.17604E+11,7.17604E+11,,,,,7321.11.6000,,,,,66.52,35.43,27.6,112,25.2,15,40,134,,,,1,,,134,,,,,,,286,,,768 sq in,,"•	Gas Rail Threaded Connector: 5/8” 18UNF (United National Fine Thread)",,,168.96,89.99,70.104,50.8,64.008,60.78,,4.5 mm,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,Shining Era Enterprise Limited,,"Legacy 36in Griddle Bundle W/ToolKit and Cover  Includes:  1528 (1): 36 inch Griddle Station Cover,  1542 (1): Griddle Accessory Tool Kit 1554 (1): 36 inch Griddle Cooking Station",Original  36in Griddle Bundle W/ToolKit and Cover ,
1554,Original 36in Griddle Cooking Station,,"1 - Griddles : 1.2 - 36"" Griddles",2019,Active,127,Griddles,"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION",449.99,119,95.79,Taxable,No,Blackstone,,7.17604E+11,7.17604E+11,7.17604E+11,,449.99,,7321.11.6000,0.00%,1,85,China,62.5,35.43,27.6,133,25.6,14.37,39.76,134.5,8.3912037,30 mins/2,1 Year,1,40.00L x 25.00W x 14.50H (inches); 101.60L x 63.50W x 36.83H (cm),59.42,135,131.00 lb; 59.42 kg,,10,10,5,2,286,"40""L x 51"" W x 76""H",1400,768 sq in,Y,"Cover: 1528- 36"" Griddle Station Cover 5157-Classic Universal Large  (Sold Separately)  •	Gas Rail Threaded Connector: 5/8” 18UNF (United National Fine Thread)","THE BLACKSTONE 36"" GRIDDLE COOKING STATIONS OFFERS A STURDY STEEL POWDER COATED FRAME WITH A THICK COLD ROLLED STEEL GRIDDLE COOKING SURFACE.  FEATURES FOUR INDEPENDENTLY CONTROLLED STAINLESS TUBE STEEL BURNERS.  PRODUCES A TOTAL OF 60,000 BTU.",Propane,158.75,89.99,70.104,50.8,65,61,,4.5 mm,100,Y,Yes,No,AA,N/A,1,N/A,240,Black,Yes,"The 36” Griddle give’s a new world in outdoor cooking. Whether feeding family/friends, enjoy a variety of meals that may not be cooked on your traditional BBQ. 36” allows meals to be cooked all at once and reduce the amount of dishes used. Cleanup is fast, leaving you more time for your guests. Precise control of heat across the cooking surface allows cooking at different temperatures, perfectly cooked meals that impress everyone, even the cook!","The Blackstone 36"" Griddle Cooking Station offers a sturdy steel powder coated frame with a thick cold rolled steel griddle cooking surface; features 4 independently controlled stainless steel tube burners; produces a total of 60,000 BTU",1554,216,,Shining Era Enterprise Limited,Shining Era Enterprise Limited,5,"1554 BLACKSTONE 36"" GRIDDLE COOKING STATION","1554 BLACKSTONE 36"" GRIDDLE COOKING STATION",
1555,Blackstone Tailgater,,1 - Griddles : 1.6 - Combo Units,2019,Active,,Griddles,Blackstone Tailgater,349.99,84,89.32,Taxable,No,Blackstone,,7.17604E+11,7.17604E+11,7.17604E+11,,349.99,,7321.11.1060,5.70%,1,85,,49,42,25,70.5,20,14.57,37,88,5.9204282,15 mins/1,1 Year,1,37.00L x 19.75W x 14.00H (inches); 93.98L x 50.17W x 35.56H (cm),35.83,78,79.00 lb; 35.83 kg,5.92,15,15,5,3,382,"56.5""Lx39.5""W59.25""H",1240,Griddle 18x14= 256SQI,Y,"Blackstone Tailgater •	 Uses a Bulk Tank w/Adapter Hose •	Threaded Brass Regulator Connector: 5/8” 18UNF (United National Fine Thread)",35K BTU,Propane,124.46,106.68,63.5,31.97,50.8,39.91,,3.0 mm,50,Y,Yes,No,AA,N/A,N/A,N/A,360,Black,Yes,"The Tailgater Combo provides three cooking methods in one. You have your tradition Grill box for great burgers, hot dogs or to brown your brats. In addition you have your griddle to sauté veggies or cook breakfast foods. Both tops remove to give you access to the burners, great for boiling shrimp or Dutch oven cooking. The legs adjust for uneven terrain and all folds up nice for tailgating or camping.","Versatile and convenient, the Tailgater is excellent for outdoor or home use.  The patented legs adjust independently for uneven surfaces.  It can fold flat to cook. 35000BTU",1555,324 (20' = 144),,Shining Era Enterprise Limited,Shining Era Enterprise Limited,,Blackstone Tailgater,Blackstone Tailgater,
1557,"28"" Essentials Bundle",,,,,,,"28"" Essentials Bundle",349.99,,,Taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28"" Essentials Bundle",
1558,Better Burger Bundle,,,,,,,Better Burger Bundle,474.99,,,Taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Better Burger Bundle,
1559,Better Burger Bundle 2,,,,,,,Better Burger Bundle 2,474.99,,,Taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Better Burger Bundle 2,
1560,Original 36in Stainless Griddle Station,,SLOBS : 1 - Griddles,2019,Active,,Griddles,Original  36in Stainless Griddle Station,399.99,163.29,154,Taxable,No,Blackstone,,7.17604E+11,7.17604E+11,7.17604E+11,,399.99,,7321.11.6000,0.00%,1,85,China,66.51,35.46,27.56,116,25.5,15,40,129,7.6623264,30 mins/2,1 Year,1,39.00L x 24.25W x 14.00H (inches); 99.06L x 61.60W x 35.56H (cm),58.51,129,129.00 lb; 58.51 kg,,10,10,5,2,286,"40""Lx51""Wx76""H",1330,768 Sq In,Y,"Cover: 1528- 36"" Griddle Station Cover 5157-Classic Universal Large   (Sold Separately)   •	Gas Rail Threaded Connector: 5/8” 18UNF (United National Fine Thread)","THE BLACKSTONE 36"" STAINLESS STEEL GRIDDLE COOKING STATION FEATURES A SOLID STAINLESS STEEL BASE WITH A THICK COLD ROLLED STEEL GRIDDLE TOP. FEATURES FOUR INDEPENDENTLY CONTROLLED STAINLESS TUBE STEEL BURNERS. PRODUCES A TOTAL OF 60,000 BTU.",Propane,168.93,90.068,70,52.62,64.77,58.51,,4.5 mm,100,Y,Yes,No,AA,N/A,1,N/A,Pallet Qty x 24,"Black, Stainless",Yes,"The 36” Stainless Steel Griddle offers a distinctive feel and look that blends perfectly into modern or contemporary backyard patios. When you need something sleek with a shiny modern look to it, look no further that the Stainless Steel Griddle. A clean and prestige look, added to the gourmet meals you can cook, you now have a combination any Chef would desire to have in their backyard kitchen.","The Blackstone 36"" Stainless Steel Griddle Cooking Station features a solid stainless steel base with a thick cold rolled steel Griddle Top; features 4 independently controlled stainless tube steel burners; produces a total of 60,000 BTU",1560,,,Shining Era Enterprise Limited,Shining Era Enterprise Limited,,Legacy 36in Stainless Griddle Station,Original  36in Stainless Griddle Station,
1565,Original 36in Stainless Steel Front Panel Griddle Cooking Unit,,"1 - Griddles : 1.2 - 36"" Griddles",2019,Active,,Griddles,Original  36in Stainless Steel Front Panel Griddle Cooking Station ,479.99,122.49,135.984,Taxable,No,Blackstone,,7.17604E+11,7.17604E+11,7.17604E+11,,479.99,,7321.11.6000,0.00%,,,China,66.51,35.43,27.56,115,25,15,40,137,,,1 Year,1,"40""L x 14.5""H x 25""W",,140,144,,10,10,5,2,286,,,768 Sq In,,"Cover: 1528- 36"" Griddle Station Cover 5157-Classic Universal Large   (Sold Separately)",,,168.93,89.99,70,52.16,63.5,62.14,,4.5 mm,,,,,,,,,240,,,,,1565,246 (20' = 114),,Shining Era Enterprise Limited,Shining Era Enterprise Limited,,Legacy 36in Stainless Steel Front Panel Griddle Cooking Station,Original  36in Stainless Steel Front Panel Griddle Cooking Station ,
1567,"28"" Airfryer Bundle",,,,,,,"28"" Airfryer Bundle",,,,Taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28"" Airfryer Bundle",
1568,Original 48in 5 Burner Griddle Cooking Station,,"1 - Griddles : 1.1 - 50"" Griddles",2021,Development,,Griddles,Original 48in 5 Burner Griddle Cooking Station  ,999.99,221.09,,Taxable,No,Blackstone,,7.17604E+11,7.17604E+11,7.17604E+11,,999.99,,7321.11.6000,0.00%,1,85,,76.8,35.2,26.7,153,27.55,16.92,57.08,200,,,1 YEAR,1,,,200,186.00 lb; 84.37 kg,,,4,,,150,"57.08"" x 27.55"" x  84.6”",,1093,Y,"BLACKSTONE 50"" GRIDDLE COOKING STATION •	Gas Rail Threaded Connector: 5/8” 18UNF (United National Fine Thread)",,Propane,195.58,92.71,55.88,69.4,69.97,90.72,,,,y,Yes,NO,,,,,104,,,,,1568,,,Shining Era Enterprise Limited,Shining Era Enterprise Limited,,Original 48in 5 Burner Griddle Cooking Station,Original 48in 5 Burner Griddle Cooking Station  ,
1569,1569 RANGE TOP COMBO WITH CABINET,,1 - Griddles : 1.6 - Combo Units,2019,Obsolete,,Griddles,1569 RANGE TOP COMBO WITH CABINET,399.99,215,,Taxable,No,Blackstone,,7.17604E+11,,,,399.99,,7321.11.6000,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,"•	Gas Rail Threaded Connector: 5/8” 18UNF (United National Fine Thread)",,,,,,,,,,,,,,,,,,,,,,,,1569,,,Shining Era Enterprise Limited,,,1569 RANGE TOP COMBO WITH CABINET,1569 RANGE TOP COMBO WITH CABINET,
1574,Blackstone Pizza Peel,,SLOBS : 2 - NonGriddle,2019,Obsolete,,Accessory - PZ,Blackstone Pizza Peel ,26.99,8.98,8.6,Taxable,No,Blackstone,,7.17604E+11,,7.04339E+11,,26.99,,Domestic,0.00%,10,100,,28,1,14,2,30,2,15,5,0.5208333,,90 Days,6,33.00L x 18.00W x 4.50H (inches); 83.82L x 45.72W x 11.43H (cm),8.16,18,18.00 lb; 8.16 kg,1.546875,22,132,1,132,,"51""Lx36""Wx52""H",798,N/A,Y,Blackstone Pizza Peel,,N/A,71.12,2.54,35.56,0.91,76.2,0.91,,,,N,No,No,N/A,N/A,N/A,N/A,Pallet Qty x 24,"Stainless, Wood",N/A,The Pizza Peel turns any amateur Pizza maker into an “Italian Pizzaiolo”. This tool is a necessity for cooking Pizzas. The long handle keeps you far enough away from the heat to safely place and retrieve your Pizza. Heavy duty handle will hold up even the heaviest of Pizzas with ease. Prepare your Pizza directly on the peel and place in the Patio Oven to keep your Pizza looking fabulous.,The Blackstone Pizza Peel is kitchen supply aluminum with a wooden handle.,1574,,,American MetalCraft Inc,,,Blackstone Pizza Peel,Blackstone Pizza Peel ,
1575,Blackstone Patio Oven,,1 - Griddles : 1.7 - Ovens,2019,Obsolete,,Pizza,Blackstone Patio Oven,399.99,147.22,156.22,Taxable,No,,,7.17604E+11,,7.17604E+11,,399.99,,7321.11.6000,0.00%,1,,,43.25,54,19,110,26,29.5,22.5,117,,,,1,26.00L x 22.50W x 29.50H (inches); 66.04L x 57.15W x 74.93 (cm),53.07,117,117.00 lb; 53.07 kg,,8,8,2,4,237,,,,,,,,109.86,137.16,48.26,49.9,66.04,53.07,,,,,,,,,,,192,,,,,,,,Shining Era Enterprise Limited,,,Blackstone Patio Oven,Blackstone Patio Oven,
1575K,1575K BLACKSTONE PATIO OVEN - KOREA,,1 - Griddles : 1.7 - Ovens,,Obsolete,,Griddles,1575 BLACKSTONE PATIO OVEN - KOREA,215,158.38,,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1575 BLACKSTONE PATIO OVEN - KOREA,1575 BLACKSTONE PATIO OVEN - KOREA,
1576,1576,,"1 - Griddles : 1.2 - 36"" Griddles",,,,,0,22.99,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
1577,Fornoteca Dual Burner Pizza Oven,,1 - Griddles : 1.7 - Ovens,,Obsolete,,Pizza,Fornoteca Dual Burner Pizza Oven,999.99,231.25,,Taxable,No,,,,,,,,,,0.00%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,Fornoteca Dual Burner Pizza Oven,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,Fornoteca Dual Burner Pizza Oven,Fornoteca Dual Burner Pizza Oven,
1578,Pizza Oven Facelift,,1 - Griddles : 1.7 - Ovens,2021,Development,,Pizza,Pizza Oven Facelift,699,162,,Taxable,No,,Pizza Oven Update w/Stand,7.17604E+11,7.17604E+11,,,699,,7321.11.6000,0.00%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,"Cover: XXXX (Sold Separately)  Selling Features: •	Powerful 60,000 BTU cast HP burner.  •	16"" Diameter ceramic cooking stone.  •	Patented two stone cooking chamber.  •	Pizza peel and Pizza peel holder included.  •	Cooks pizza in 90 seconds.  •	Rotating stone powered by AC or 2 DD batteries.  •	New exterior and updated mechanical.  •	Counter top or stand alone configuration.",,,,,,,,,,,,,,,,,,,,,,,,1578,,,Shining Era Enterprise Limited,Shining Era Enterprise Limited,,Pizza Oven Facelift,Pizza Oven Facelift,
1580,Fornoteca Dual Burner Pizza Oven,,1 - Griddles : 1.7 - Ovens,2021,Development,2,Pizza,Fornoteca Dual Burner Pizza Oven,450,226.21,,Taxable,No,Fornoteca,,7.17604E+11,,7.17604E+11,,450,,7321.11.6000,0.00%,,,,,,,,,,,,,,,1,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580,,,Shining Era Enterprise Limited,,2,Fornoteca Dual Burner Pizza Oven,Fornoteca Dual Burner Pizza Oven,
1582,1582 Duetta Pizza Oven Cover,,2 - Non-Griddle : 2.1 - Bags & Covers,2021,Development,,Pizza,Fornoteca Duetta Pizza Oven Cover,24,12.5,,Taxable,No,,,7.17604E+11,,,,24,,6307.90.9889,0.00%,,,,,,,,,,,,,,,1,,,,,,,,,,7494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Foshan Daide Bags Co., LTD",,,Fornoteca Duetta Pizza Oven Cover,Fornoteca Duetta Pizza Oven Cover,
1585,Blackstone Mini-Pizza Oven,,1 - Griddles : 1.7 - Ovens,2019,Development,,Pizza,1585 BLACKSTONE MINI-PIZZA OVEN,149.99,58,,Taxable,No,Blackstone,,7.17604E+11,7.17604E+11,7.17604E+11,,149.99,,,0.00%,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,BLACKSTONE MINI PIZZA OVEN,,,,,,,,,,,,,,,,,,,Pallet Qty x 24,,,,,1585,,,Shining Era Enterprise Limited,,,1585 BLACKSTONE MINI-PIZZA OVEN,1585 BLACKSTONE MINI-PIZZA OVEN,
1605,Original 28in Stainless Steel Front Panel Griddle Cooking Station,,"1 - Griddles : 1.3 - 28"" Griddles",2019,Active,3702,Griddles,Original  28in Stainless Steel Front Panel Griddle Cooking Station ,299.99,82.99,82.99,Taxable,No,Blackstone,,7.17604E+11,7.17604E+11,7.17604E+11,,299.99,,7321.11.6000,0.00%,1,85,China,44,33.24,22.56,69.2,21.25,13,33,86,5.0130208,15 mins/1,1 YEAR,1,33.00L x 21.00W x 12.50H (inches); 83.82L x 53.34W x 31.75H (cm),38.1,84,84.00 lb; 38.10 kg,5.01,15,15,5,3,463,"56.5""Lx42.5""Wx54.5""H",1285,524 sq In,Y,"BLACKSTONE 28"" STAINLESS STEEL FRONT GRIDDLE COOKING STATION •	Gas Rail Threaded Connector: 5/8” 18UNF (United National Fine Thread)","THE BLACKSTONE 28"" STAINLESS STEEL FRONT GRIDDLE COOKING STATIONS OFFERS A THICK COLD ROLLED STEEL GRIDDLE COOKING SURFACE.  OFFERS 2 INDEPENDENTLY CONTROLLED BURNERS WITH PUSH BUTTON IGNITION.  FOLDS UP FOR EASY TRANSPORTATION.",Propane,111.76,84.43,57.3,31.38,53.97,39.01,,3.5 mm,100,Y,Yes,No,AA,N/A,1,N/A,360,Black,Yes,The 28” Griddle allows more versatility for your cooking environment. With legs that fold up makes it more portable for at the park or take to the campsite. Thick cold rolled steel surface for excellent heat retention and distribution. Two independently controlled burners with low to high temperature settings provide versatile cooking options.,"The Blackstone 28"" Griddle Cooking Station has a thick cold rolled steel griddle cooking surface, 2 independently controlled burners with push button ignition, and the unit folds up for easy transport.",1605,,,Shining Era Enterprise Limited,Shining Era Enterprise Limited,3,Legacy 28in Stainless Steel Front Panel Griddle Cooking Station,Original  28in Stainless Steel Front Panel Griddle Cooking Station ,
1610,1610 BLACKSTONE THE DASH PORTABLE GRILL,,SLOBS : 1 - Griddles,2019,Obsolete,,Griddles,1610 BLACKSTONE THE DASH PORTABLE GRILL,99.99,44.27,,Taxable,No,Blackstone,,7.17604E+11,7.17604E+11,7.17604E+11,,99.99,,7321.11.1060,0.00%,1,92.5,,32.8,36.3,33.3,18,18,11,22,22,2.5208333,5 mins/1,1 YEAR,1,22.00L x 18.00W x 11.00H (inches); 55.88L x 45.72W x 27.94H (cm),9.98,22,22.00 lb; 9.98 kg,2.520833333,36,36,6,6,945,"44.5""Lx70.5""Hx54""W",832,247,Y,BLACKSTONE DASH PORTABLE GRILL,"Non-Stick reversable cooking surface, Complete portability, Cooks evenly, elimanate flare ups",Propane,83.31,92.2,84.58,8.16,45.72,9.98,,,30,Yes,No,No,N/A,N/A,N/A,N/A,Pallet Qty x 24,"Black, Red",,,,1610,,,Shining Era Enterprise Limited,Shining Era Enterprise Limited,,1610 BLACKSTONE THE DASH PORTABLE GRILL,1610 BLACKSTONE THE DASH PORTABLE GRILL,
1614,"1614 Pizza Oven Bundle. Includes: 1530, 1574, 1575, 1742",,1 - Griddles : 1.7 - Ovens,2019,Development,,Smoking,,599.99,,,Taxable,No,,,,,,,599.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Includes -  1575 – Pizza Oven 1530 – Pizza Oven Cover 1574 – Pizza Peel 1742 – 14” Pizza Trays 3016 - Blackstone apron: orange,,
1614,1614 Pizza Oven Bundle,,1 - Griddles : 1.7 - Ovens,,,,,1614 Pizza Oven Bundle,,,,Taxable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614 Pizza Oven Bundle,
1620,1620 BLACKSTONE ROTISSERIE COOKER (KABOB),,SLOBS : 1 - Griddles,2019,Obsolete,1,Griddles,1620 BLACKSTONE ROTISSERIE COOKER (KABOB),199.99,101.03,102.44,Taxable,No,Blackstone,,7.17604E+11,,7.17604E+11,,199.99,,7321.11.6000,0.00%,1,85,,45.25,51,24,95,19.75,23,32,102,8.412037,60 mins/1-2,1 Year,1,19.75L x 32W x 23H (inches); 50.17L x 81.28W x 58.42H (cm),46.27,102,102.00 lb; 46.27 kg,,9,9,3,3,240,"40.5""Lx52""Wx73""H",1201,"27"" x 16""= 432",Y,BLACKSTONE GRILL AND KABOB,"The Blackstone Grill and Kabob is highly versital from a traditional grill, to an automatic shish kabob maker, to a smoker easily.",Charcoal,114.94,129.54,60.96,43.09,50.17,46.27,,18,100,Yes,No,N/A,N/A,N/A,N/A,N/A,Pallet Qty x 24,Black,,,,1620,,,Shining Era Enterprise Limited,,1,1620 BLACKSTONE ROTISSERIE COOKER (KABOB),1620 BLACKSTONE ROTISSERIE COOKER (KABOB),
1624,1624 BLACKSTONE SKEWERS - 3PK (2 LBS),,2 - Non-Griddle : 2.2 - Cooking Utensils,2019,Obsolete,,Tools - GRD,1624 BLACKSTONE SKEWERS - 3PK (2 LBS),19.99,3.5,3.5,Taxable,No,Blackstone,,7.17604E+11,,1.07176E+13,,19.99,,7323.93.0080,2.00%,,100,,1,23,2,1,4.5,24,2,2,0.125,0 min/ 1,90 Days,16,18.50L x 25.50W x 9.50H (inches); 47.00L x 64.77W x 24.13H (cm),11.5,24,24.00 lb; 11.00 kg,,30,480,3,160,14080,"48""Lx38.5""Wx81.5""H",745,,,Blackstone Kabob Skewers,,N/A,2.54,58.42,5.08,0.45,11.43,0.91,,N/A,10,No,No,No,,,,,Pallet Qty x 24,,,,,1624,,,Shining Era Enterprise Limited,,,1624 BLACKSTONE SKEWERS - 3PK (2 LBS),1624 BLACKSTONE SKEWERS - 3PK (2 LBS),
