Name,Display Name,SubType,Class,Program Year,Item Status,On Hand,Product Group,Description,Base Price,Purchase Price,Last Purchase Price,Tax Schedule,SPS Item Synch,Brand,ITEM NAME,UPC,GTIN,Master Carton UPC,Cost,MSRP,MAP,HTS Code,Duty %,Min Order Quantity,Class - Custom,Product Origin,Item Length (IN),Item Height (IN),Item Depth (IN),Item Weight (Lbs),PKG Length (IN),PKG Height (IN),PKG Depth (IN),PKG WEIGHT LBS,Item Volume - Cubic Inches,ASSEMBLY TIME/# OF PEOPLE,PRODUCT WARRANTY,Master Pack Quantity,MASTER PACK DIMENSION,Master Pack Weight (in kgs),Master Pack Weight (in lbs),MASTER PACK WEIGHT,MASTER CARTON CUBIC FEET,CASES PER PALLET,UNITS PER PALLET,LAYERS PER PALLET,UNITS PER LAYER,QTY PER 40'HQ CONTAINER,FULL PALLET DIMS,FULL PALLET WEIGHT (LBS),COOKING SURFACE (SQ.IN),INDIV. PKGD,LONG PRODUCT DESCRIPTION,COMPLETE FEATURES,POWER SOURCE,Item Length (CM),Item Height (CM),Item Depth (CM),Item Weight (KG),PKG Length (CM),PKG WEIGHT KG,Item Volume - Cubic Meters,GAUGE OF STEEL,MAX. WEIGHT CAPACITY,ASSEMBLY REQUIRED?,BATTERIES REQUIRED?,BATTERIES INCLUDED?,TYPE OF BATTERIES,TYPE OF BATTERIES II,# OF BATTERIES,# OF BATTERIES II,QTY PER 53' TRUCK,COLOR,CSA APPROVED,ROMANCE COPY,PRODUCT DESCRIPTION,MODEL #,Master Pack Weight (in kgs) (2),Master Pack Weight(in lbs),Vendor,Factory,Available,Purchase Description,Description,Code of Supply
RP 93201,1901 Main Body Assembly,,,,,,,RP 93201 -- 1901 Main Body Assembly,633,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93201 -- 1901 Main Body Assembly,RP 93201 -- 1901 Main Body Assembly,
RP 93202,1901 Bottom Shelf,,,,,2,,RP 93202 -- 1901 Bottom Shelf,,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93202 -- 1901 Bottom Shelf,RP 93202 -- 1901 Bottom Shelf,
RP 93205,1901 Left Front Leg Assembly,,,,,1,,RP 93205 -- 1901 Left Front Leg Assembly,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93205 -- 1901 Left Front Leg Assembly,RP 93205 -- 1901 Left Front Leg Assembly,
RP 93207,1901 Right Front Leg Assembly,,,,,2,,RP 93207 -- 1901 Right Front Leg Assembly,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93207 -- 1901 Right Front Leg Assembly,RP 93207 -- 1901 Right Front Leg Assembly,
RP 93209,1901 Right Rear Leg Assembly,,,,,1,,RP 93209 -- 1901 Right Rear Leg Assembly,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93209 -- 1901 Right Rear Leg Assembly,RP 93209 -- 1901 Right Rear Leg Assembly,
RP 93210,1901 Left Rear Leg Assembly,,,,,2,,RP 93210 -- 1901 Left Rear Leg Assembly,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93210 -- 1901 Left Rear Leg Assembly,RP 93210 -- 1901 Left Rear Leg Assembly,
RP 93212,1901 Valve Manifold,,,,,3,,RP 93212 -- 1901 Valve Manifold,58,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93212 -- 1901 Valve Manifold,RP 93212 -- 1901 Valve Manifold,
RP 93213,1916 & 1901 Gas Tank Holding Wire,,,,,21,,RP 93213 -- 1916 & 1901 Gas Tank Holding Wire,6,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,RP 93213 -- 1916 & 1901 Gas Tank Holding Wire,RP 93213 -- 1916 & 1901 Gas Tank Holding Wire,
RP 93214,1901 Cart Cross-Bar,,,,,,,RP 93214 -- 1901 Cart Cross-Bar,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93214 -- 1901 Cart Cross-Bar,RP 93214 -- 1901 Cart Cross-Bar,
RP 93215,Stainless Steel Front Condiment Tray,,,,,2,,RP 93215 -- Stainless Steel Front Condiment Tray,,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,RP 93215 -- Stainless Steel Front Condiment Tray,RP 93215 -- Stainless Steel Front Condiment Tray,
RP 93218,1901 Hardware Pack,,,,,3,,RP 93218 -- 1901 Hardware Pack,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RP 93218 -- 1901 Hardware Pack,RP 93218 -- 1901 Hardware Pack,
RP 93220,"PIP (Was 1916/1901 Igniter Box, Use RP 93520)",,,,,,,"PIP (Was 1916/1901 Igniter Box, Use RP 93520)",23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PIP (Was 1916/1901 Igniter Box, Use RP 93520)","PIP (Was 1916/1901 Igniter Box, Use RP 93520)",
RP 93222,1901 Igniter Wire,,,,,3,,RP 93222 -- 1901 Igniter Wire,4,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93222 -- 1901 Igniter Wire,RP 93222 -- 1901 Igniter Wire,
RP 93229,PIP-DO NOT USE(Was 1901 Paper Towel Hanger) Use RP 93459,,,,,,,PIP-DO NOT USE(Was 1901 Paper Towel Hanger) Use RP 93459,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIP-DO NOT USE(Was 1901 Paper Towel Hanger) Use RP 93459,PIP-DO NOT USE(Was 1901 Paper Towel Hanger) Use RP 93459,
RP 93249,M6x90 Screw,,,,,8,,RP 93249 -- M6x90 Screw,2,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,RP 93249 -- M6x90 Screw,RP 93249 -- M6x90 Screw,
RP 93271,1901 Burner Tube,,,,,7,,RP 93271 -- 1901 Burner Tube,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,RP 93271 -- 1901 Burner Tube,RP 93271 -- 1901 Burner Tube,
RP 93298,1901/1916 Bumper,,,,,5,,RP 93298 -- 1901/1916 Bumper,,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RP 93298 -- 1901/1916 Bumper,RP 93298 -- 1901/1916 Bumper,
RP 93299,1901 Propane Tank Sock/Koozie/Soft Cover (5634),,,,,886,,1901 Propane Tank Sock/Koozie/Soft Cover (5259),,,1.776,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884,1901 Propane Tank Sock/Koozie/Soft Cover (5259),1901 Propane Tank Sock/Koozie/Soft Cover (5259),
RP 93301,1933 Main Body Assembly,,,,,7,,RP 93301 -- 1933 Main Body Assembly,115,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RP 93301 -- 1933 Main Body Assembly,RP 93301 -- 1933 Main Body Assembly,
RP 93306,1933 Hood,,,,,31,,RP 93306 -- 1933 Hood,68,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,RP 93306 -- 1933 Hood,RP 93306 -- 1933 Hood,
RP 93308,1933 Griddle Top,,,,,39,,RP 93308 -- 1933 Griddle Top,80,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,RP 93308 -- 1933 Griddle Top,RP 93308 -- 1933 Griddle Top,
RP 93319,1933 Valve Manifold,,,,,26,,RP 93319 -- 1933 Valve Manifold,41,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,RP 93319 -- 1933 Valve Manifold,RP 93319 -- 1933 Valve Manifold,
RP 93324,1933 Knob Bezel,,,,,175,,RP 93324 -- 1933 Knob Bezel,3,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,RP 93324 -- 1933 Knob Bezel,RP 93324 -- 1933 Knob Bezel,
RP 93325,Culinary Burner Knob,,,,,209,,RP 93325 -- 1933 Culinary Burner Knob,6,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93325 -- Culinary Burner Knob,RP 93325 -- 1933 Culinary Burner Knob,
RP 93340,1933 Grease Cup,,,,,3,,RP 93340 -- 1933 Grease Cup,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93340 -- 1933 Grease Cup,RP 93340 -- 1933 Grease Cup,
RP 93398,1933 Step Screw,,,,,71,,RP 93398 -- 1933 Step Screw,2,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,RP 93398 -- 1933 Step Screw,RP 93398 -- 1933 Step Screw,
RP 93399,Part in Progress,,,,,,,,,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93399 -- 1933 Bumper,,
RP 93401,1932 Main Body Assembly,,,,,59,,RP 93401 -- 1932 Main Body Assembly,518,,,Non Taxable,No,,,,,,,,,,,,,,,,,33,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,,,,,,,,,,,,,,,,,,,,,,RP 93401 -- 1932 Main Body Assembly,RP 93401 -- 1932 Main Body Assembly,
RP 93402,1932 Bottom Shelf,,,,,58,,RP 93402 -- 1932 Bottom Shelf,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,RP 93402 -- 1932 Bottom Shelf,RP 93402 -- 1932 Bottom Shelf,
RP 93403,1932 Right Side Shelf,,,,,13,,RP 93403 -- 1932 Right Side Shelf (NEW DESIGN 3/10/21),23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93403 -- 1932 Right Side Shelf (NEW DESIGN 3/10/21),RP 93403 -- 1932 Right Side Shelf (NEW DESIGN 3/10/21),
RP 93404,1932 Left Side Shelf,,,,,14,,RP 93404 -- 1932 Left Side Shelf (NEW DESIGN 3/10/21),23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93404 -- 1932 Left Side Shelf (NEW DESIGN 3/10/21),RP 93404 -- 1932 Left Side Shelf (NEW DESIGN 3/10/21),
RP 93405,1932 Right Rear Leg,,,,,43,,RP 93405 -- 1932 Right Rear Leg,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,RP 93405 -- 1932 Right Rear Leg,RP 93405 -- 1932 Right Rear Leg,
RP 93406,1932 Hood,,,,,128,,RP 93406 -- 1932 Hood,173,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93406 -- 1932 Hood,RP 93406 -- 1932 Hood,
RP 93407,1932 Left Rear Leg,,,,,38,,RP 93407 -- 1932 Left Rear Leg,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,RP 93407 -- 1932 Left Rear Leg,RP 93407 -- 1932 Left Rear Leg,
RP 93408,1932 Griddle Top,,,,,1,,RP 93408 -- 1932 Griddle Top,173,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93408 -- 1932 Griddle Top,RP 93408 -- 1932 Griddle Top,
RP 93409,1932 Left Front Leg,,,,,,,RP 93409 -- 1932 Left Front Leg,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93409 -- 1932 Left Front Leg,RP 93409 -- 1932 Left Front Leg,
RP 93410,1932 Right Front Leg,,,,,43,,RP 93410 -- 1932 Right Front Leg,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,RP 93410 -- 1932 Right Front Leg,RP 93410 -- 1932 Right Front Leg,
RP 93411,1932/1868 XL Chrome Hood Handle,,,,,33,,RP 93411 -- 1932/1868 XL Chrome Hood Handle,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,RP 93411 -- 1932/1868 XL Chrome Hood Handle,RP 93411 -- 1932/1868 XL Chrome Hood Handle,
RP 93412,1932 Gas Rail,,,,,36,,RP 93412 -- 1932 Gas Rail,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,RP 93412 -- 1932 Gas Rail,RP 93412 -- 1932 Gas Rail,
RP 93414,1932 & 1934 Propane Tank Holder,,,,,57,,RP 93414 -- 1932 & 1934 Propane Tank Holder,9,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,RP 93414 -- 1932 & 1934 Propane Tank Holder,RP 93414 -- 1932 & 1934 Propane Tank Holder,
RP 93415,1932 Front Tray,,,,,17,,RP 93415 -- 1932 Front Tray,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,RP 93415 -- 1932 Front Tray,RP 93415 -- 1932 Front Tray,
RP 93416,1932 Burner Tube,,,,,104,,RP 93416 -- 1932 Burner Tube,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,RP 93416 -- 1932 Burner Tube,RP 93416 -- 1932 Burner Tube,
RP 93418,1932 Hardware Pack,,,,,44,,RP 93418 -- 1932 Hardware Pack,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,RP 93418 -- 1932 Hardware Pack,RP 93418 -- 1932 Hardware Pack,
RP 93422,1932 Igniter Wires,,,,,29,,RP 93422 --1932 Igniter Wires,4,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,RP 93422 --1932 Igniter Wires,RP 93422 --1932 Igniter Wires,
RP 93424,Part in Progress,,,,,,,,3,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93424 -- 1932 Hood Handle Bezel,,
RP 93431,M4 Step Bolts,,,,,,,RP 93431 -- M4 Step Bolts,,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93431 -- M4 Step Bolts,RP 93431 -- M4 Step Bolts,
RP 93435,1932 Control Panel,,,,,30,,RP 93435 -- 1932 Control Panel,29,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,RP 93435 -- 1932 Control Panel,RP 93435 -- 1932 Control Panel,
RP 93437,1932 Lower Leg Braces,,,,,36,,RP 93437 -- 1932 Lower Leg Braces,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,RP 93437 -- 1932 Lower Leg Braces,RP 93437 -- 1932 Lower Leg Braces,
RP 93438,1932 Upper Leg Braces,,,,,33,,RP 93438 -- 1932 Upper Leg Braces,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,RP 93438 -- 1932 Upper Leg Braces,RP 93438 -- 1932 Upper Leg Braces,
RP 93442,1932 Magnetic Pad,,,,,51,,RP 93442 - -1932 Magnetic Pad,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,RP 93442 - -1932 Magnetic Pad,RP 93442 - -1932 Magnetic Pad,
RP 93448,Part in Progress,,,,,,,,,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93448 -- 1932 Swivel Wheel,,
RP 93459,Culinary Paper Towel Assembly(Holder/Pivot),,,,,65,,Culinary Paper Towel Assembly(Holder/Pivot),12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,Culinary Paper Towel Assembly(Holder/Pivot),Culinary Paper Towel Assembly(Holder/Pivot),
RP 93480,1932 Waste Bag Holder,,,,,51,,RP 93480 -- 1932 Waste Bag Holder,12,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,RP 93480 -- 1932 Waste Bag Holder,RP 93480 -- 1932 Waste Bag Holder,
RP 93483,Part in Progress (was a 1932 updated right shelf),,,,,,,Part in Progress (was a 1932 updated shelf),,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Part in Progress (was a 1932 updated shelf),Part in Progress (was a 1932 updated shelf),
RP 93484,Part In Progress (was 1932 updated Left Shelf),,,,,,,Part In Progress (was 1932 updated Left Shelf),,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Part In Progress (was 1932 updated Left Shelf),Part In Progress (was 1932 updated Left Shelf),
RP 93498,1932 Step Bolt,,,,,,,RP 93498 -- 1932 Step Bolt,2,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93498 -- 1932 Step Bolt,RP 93498 -- 1932 Step Bolt,
RP 93501,1934 Main Body Assembly,,,,,51,,RP 93501 -- 1934 Main Body Assembly,403,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93501 -- 1934 Main Body Assembly,RP 93501 -- 1934 Main Body Assembly,
RP 93502,1934 Bottom Shelf,,,,,30,,RP 93502 -- 1934 Bottom Shelf,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,RP 93502 -- 1934 Bottom Shelf,RP 93502 -- 1934 Bottom Shelf,
RP 93503,1934 Right Side Shelf,,,,,4,,RP 93503 -- 1934 Right Side Shelf (NEW DESIGN 3/10/21),23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93503 -- 1934 Right Side Shelf (NEW DESIGN 3/10/21),RP 93503 -- 1934 Right Side Shelf (NEW DESIGN 3/10/21),
RP 93504,1934 Left Side Shelf,,,,,5,,RP 93504 -- 1934 Left Side Shelf (NEW DESIGN 3/10/21),23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93504 -- 1934 Left Side Shelf (NEW DESIGN 3/10/21),RP 93504 -- 1934 Left Side Shelf (NEW DESIGN 3/10/21),
RP 93505,1934 Right Rear Leg,,,,,24,,RP 93505 -- 1934 Right Rear Leg,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,RP 93505 -- 1934 Right Rear Leg,RP 93505 -- 1934 Right Rear Leg,
RP 93506,1934 Hood,,,,,110,,RP 93506 -- 1934 Hood,167,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93506 -- 1934 Hood,RP 93506 -- 1934 Hood,
RP 93507,1934 Left Rear Leg,,,,,19,,RP 93507 -- 1934 Left Rear Leg,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,RP 93507 -- 1934 Left Rear Leg,RP 93507 -- 1934 Left Rear Leg,
RP 93508,1934 Griddle Top,,,,,15,,RP 93508 -- 1934 Griddle Top,167,,,Non Taxable,No,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,RP 93508 -- 1934 Griddle Top,RP 93508 -- 1934 Griddle Top,
RP 93509,1934 Left Front Leg,,,,,26,,RP 93509 -- 1934 Left Front Leg,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,RP 93509 -- 1934 Left Front Leg,RP 93509 -- 1934 Left Front Leg,
RP 93510,1934 Right Front Leg,,,,,22,,RP 93410 -- 1934 Right Front Leg,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,RP 93510 -- 1934 Right Front Leg,RP 93410 -- 1934 Right Front Leg,
RP 93511,Part in Progress,,,,,,,,,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP 93511 -- 1934 Hood Handle,,
RP 93512,1934 Gas Rail,,,,,70,,RP 93512 -- 1934 Gas Rail,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,RP 93512 -- 1934 Gas Rail,RP 93512 -- 1934 Gas Rail,
RP 93515,1934 Front Tray,,,,,5,,RP 93515 -- 1934 Front Tray,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,RP 93515 -- 1934 Front Tray,RP 93515 -- 1934 Front Tray,
RP 93516,1934 Burner Tube,,,,,76,,RP 93516 -- 1934 Burner Tube,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,RP 93516 -- 1934 Burner Tube,RP 93516 -- 1934 Burner Tube,
RP 93518,1934 Hardware Pack,,,,,35,,RP 93518 -- 1934 Hardware Pack,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,RP 93518 -- 1934 Hardware Pack,RP 93518 -- 1934 Hardware Pack,
RP 93519,1934 and 1932 Valve,,,,,162,,RP 93519 -- 1934 and 1932 Valve,18,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,RP 93519 -- 1934 and 1932 Valve,RP 93519 -- 1934 and 1932 Valve,
RP 93520,1934 Igniter Box,,,,,29,,RP 93520 -- 1934 Igniter Box,23,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,RP 93520 -- 1934 Igniter Box,RP 93520 -- 1934 Igniter Box,
RP 93522,1934 Igniter Wires,,,,,19,,RP 93522 -- 1934 Igniter Wires,4,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,RP 93522 -- 1934 Igniter Wires,RP 93522 -- 1934 Igniter Wires,
RP 93523,1934 Ignition Heat Shield,,,,,65,,RP 93523 -- 1934 Ignition Heat Shield,6,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,RP 93523 -- 1934 Ignition Heat Shield,RP 93523 -- 1934 Ignition Heat Shield,
RP 93524,1934 Hood Handle Bezel,,,,,30,,RP 93524 -- 1934 Hood Handle Bezel,3,,,Non Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,RP 93524 -- 1934 Hood Handle Bezel,RP 93524 -- 1934 Hood Handle Bezel,
